,alg,p,dim,maze
109,bfs,0.5,50,"[[0 1 1 ... 1 1 0]
 [1 0 1 ... 1 0 1]
 [0 1 1 ... 1 0 0]
 ...
 [1 0 0 ... 1 1 0]
 [0 1 0 ... 1 0 1]
 [0 0 1 ... 0 0 0]]"
110,e_astar,0.5,50,"[[0 1 1 ... 1 1 0]
 [1 0 1 ... 1 0 1]
 [0 1 1 ... 1 0 0]
 ...
 [1 0 0 ... 1 1 0]
 [0 1 0 ... 1 0 1]
 [0 0 1 ... 0 0 0]]"
111,m_astar,0.5,50,"[[0 1 1 ... 1 1 0]
 [1 0 1 ... 1 0 1]
 [0 1 1 ... 1 0 0]
 ...
 [1 0 0 ... 1 1 0]
 [0 1 0 ... 1 0 1]
 [0 0 1 ... 0 0 0]]"
112,dfs,0.5,50,"[[0 1 1 ... 0 0 1]
 [1 1 0 ... 1 0 1]
 [0 1 0 ... 0 1 0]
 ...
 [0 1 0 ... 1 1 1]
 [0 1 1 ... 1 0 1]
 [1 0 1 ... 1 0 0]]"
113,bfs,0.5,50,"[[0 1 1 ... 0 0 1]
 [1 1 0 ... 1 0 1]
 [0 1 0 ... 0 1 0]
 ...
 [0 1 0 ... 1 1 1]
 [0 1 1 ... 1 0 1]
 [1 0 1 ... 1 0 0]]"
114,e_astar,0.5,50,"[[0 1 1 ... 0 0 1]
 [1 1 0 ... 1 0 1]
 [0 1 0 ... 0 1 0]
 ...
 [0 1 0 ... 1 1 1]
 [0 1 1 ... 1 0 1]
 [1 0 1 ... 1 0 0]]"
115,m_astar,0.5,50,"[[0 1 1 ... 0 0 1]
 [1 1 0 ... 1 0 1]
 [0 1 0 ... 0 1 0]
 ...
 [0 1 0 ... 1 1 1]
 [0 1 1 ... 1 0 1]
 [1 0 1 ... 1 0 0]]"
116,dfs,0.6,50,"[[0 1 0 ... 0 0 1]
 [1 0 1 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 1 0 ... 0 1 0]
 [1 1 1 ... 0 1 0]]"
117,bfs,0.6,50,"[[0 1 0 ... 0 0 1]
 [1 0 1 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 1 0 ... 0 1 0]
 [1 1 1 ... 0 1 0]]"
118,e_astar,0.6,50,"[[0 1 0 ... 0 0 1]
 [1 0 1 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 1 0 ... 0 1 0]
 [1 1 1 ... 0 1 0]]"
119,m_astar,0.6,50,"[[0 1 0 ... 0 0 1]
 [1 0 1 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 1 0 ... 0 1 0]
 [1 1 1 ... 0 1 0]]"
120,dfs,0.6,50,"[[0 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 0]
 [1 1 0 ... 1 0 1]
 ...
 [1 0 0 ... 1 1 0]
 [1 1 1 ... 1 1 0]
 [1 1 0 ... 0 1 0]]"
121,bfs,0.6,50,"[[0 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 0]
 [1 1 0 ... 1 0 1]
 ...
 [1 0 0 ... 1 1 0]
 [1 1 1 ... 1 1 0]
 [1 1 0 ... 0 1 0]]"
122,e_astar,0.6,50,"[[0 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 0]
 [1 1 0 ... 1 0 1]
 ...
 [1 0 0 ... 1 1 0]
 [1 1 1 ... 1 1 0]
 [1 1 0 ... 0 1 0]]"
123,m_astar,0.6,50,"[[0 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 0]
 [1 1 0 ... 1 0 1]
 ...
 [1 0 0 ... 1 1 0]
 [1 1 1 ... 1 1 0]
 [1 1 0 ... 0 1 0]]"
124,dfs,0.6,50,"[[0 1 0 ... 0 1 1]
 [0 1 1 ... 0 1 1]
 [0 1 0 ... 0 0 0]
 ...
 [0 0 1 ... 1 1 1]
 [0 1 0 ... 0 1 1]
 [1 0 1 ... 1 1 0]]"
125,bfs,0.6,50,"[[0 1 0 ... 0 1 1]
 [0 1 1 ... 0 1 1]
 [0 1 0 ... 0 0 0]
 ...
 [0 0 1 ... 1 1 1]
 [0 1 0 ... 0 1 1]
 [1 0 1 ... 1 1 0]]"
126,e_astar,0.6,50,"[[0 1 0 ... 0 1 1]
 [0 1 1 ... 0 1 1]
 [0 1 0 ... 0 0 0]
 ...
 [0 0 1 ... 1 1 1]
 [0 1 0 ... 0 1 1]
 [1 0 1 ... 1 1 0]]"
127,m_astar,0.6,50,"[[0 1 0 ... 0 1 1]
 [0 1 1 ... 0 1 1]
 [0 1 0 ... 0 0 0]
 ...
 [0 0 1 ... 1 1 1]
 [0 1 0 ... 0 1 1]
 [1 0 1 ... 1 1 0]]"
128,dfs,0.6,50,"[[0 0 0 ... 0 1 1]
 [0 1 1 ... 1 1 0]
 [0 1 1 ... 0 0 1]
 ...
 [0 1 1 ... 1 1 0]
 [0 0 1 ... 0 1 0]
 [1 0 0 ... 1 1 0]]"
129,bfs,0.6,50,"[[0 0 0 ... 0 1 1]
 [0 1 1 ... 1 1 0]
 [0 1 1 ... 0 0 1]
 ...
 [0 1 1 ... 1 1 0]
 [0 0 1 ... 0 1 0]
 [1 0 0 ... 1 1 0]]"
130,e_astar,0.6,50,"[[0 0 0 ... 0 1 1]
 [0 1 1 ... 1 1 0]
 [0 1 1 ... 0 0 1]
 ...
 [0 1 1 ... 1 1 0]
 [0 0 1 ... 0 1 0]
 [1 0 0 ... 1 1 0]]"
131,m_astar,0.6,50,"[[0 0 0 ... 0 1 1]
 [0 1 1 ... 1 1 0]
 [0 1 1 ... 0 0 1]
 ...
 [0 1 1 ... 1 1 0]
 [0 0 1 ... 0 1 0]
 [1 0 0 ... 1 1 0]]"
132,dfs,0.6,50,"[[0 1 1 ... 0 1 0]
 [0 0 1 ... 0 1 1]
 [0 1 1 ... 1 0 1]
 ...
 [1 0 1 ... 0 1 1]
 [1 1 0 ... 1 1 0]
 [1 0 1 ... 1 0 0]]"
133,bfs,0.6,50,"[[0 1 1 ... 0 1 0]
 [0 0 1 ... 0 1 1]
 [0 1 1 ... 1 0 1]
 ...
 [1 0 1 ... 0 1 1]
 [1 1 0 ... 1 1 0]
 [1 0 1 ... 1 0 0]]"
134,e_astar,0.6,50,"[[0 1 1 ... 0 1 0]
 [0 0 1 ... 0 1 1]
 [0 1 1 ... 1 0 1]
 ...
 [1 0 1 ... 0 1 1]
 [1 1 0 ... 1 1 0]
 [1 0 1 ... 1 0 0]]"
135,m_astar,0.6,50,"[[0 1 1 ... 0 1 0]
 [0 0 1 ... 0 1 1]
 [0 1 1 ... 1 0 1]
 ...
 [1 0 1 ... 0 1 1]
 [1 1 0 ... 1 1 0]
 [1 0 1 ... 1 0 0]]"
136,dfs,0.6,50,"[[0 0 0 ... 0 1 1]
 [1 0 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 1 1 1]
 [0 0 1 ... 0 0 1]
 [1 0 1 ... 1 1 0]]"
137,bfs,0.6,50,"[[0 0 0 ... 0 1 1]
 [1 0 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 1 1 1]
 [0 0 1 ... 0 0 1]
 [1 0 1 ... 1 1 0]]"
138,e_astar,0.6,50,"[[0 0 0 ... 0 1 1]
 [1 0 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 1 1 1]
 [0 0 1 ... 0 0 1]
 [1 0 1 ... 1 1 0]]"
139,m_astar,0.6,50,"[[0 0 0 ... 0 1 1]
 [1 0 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 1 1 1]
 [0 0 1 ... 0 0 1]
 [1 0 1 ... 1 1 0]]"
140,dfs,0.6,50,"[[0 1 0 ... 1 1 0]
 [0 0 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 1 1 0]
 [1 1 0 ... 0 0 0]
 [1 1 1 ... 1 1 0]]"
141,bfs,0.6,50,"[[0 1 0 ... 1 1 0]
 [0 0 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 1 1 0]
 [1 1 0 ... 0 0 0]
 [1 1 1 ... 1 1 0]]"
142,e_astar,0.6,50,"[[0 1 0 ... 1 1 0]
 [0 0 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 1 1 0]
 [1 1 0 ... 0 0 0]
 [1 1 1 ... 1 1 0]]"
143,m_astar,0.6,50,"[[0 1 0 ... 1 1 0]
 [0 0 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 1 1 0]
 [1 1 0 ... 0 0 0]
 [1 1 1 ... 1 1 0]]"
144,dfs,0.6,50,"[[0 1 1 ... 0 0 0]
 [0 1 1 ... 1 1 1]
 [0 0 0 ... 0 0 0]
 ...
 [0 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 [0 1 0 ... 0 0 0]]"
145,bfs,0.6,50,"[[0 1 1 ... 0 0 0]
 [0 1 1 ... 1 1 1]
 [0 0 0 ... 0 0 0]
 ...
 [0 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 [0 1 0 ... 0 0 0]]"
146,e_astar,0.6,50,"[[0 1 1 ... 0 0 0]
 [0 1 1 ... 1 1 1]
 [0 0 0 ... 0 0 0]
 ...
 [0 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 [0 1 0 ... 0 0 0]]"
147,m_astar,0.6,50,"[[0 1 1 ... 0 0 0]
 [0 1 1 ... 1 1 1]
 [0 0 0 ... 0 0 0]
 ...
 [0 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 [0 1 0 ... 0 0 0]]"
148,dfs,0.6,50,"[[0 1 0 ... 1 1 1]
 [0 1 0 ... 0 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [0 0 1 ... 0 0 0]
 [0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 0]]"
149,bfs,0.6,50,"[[0 1 0 ... 1 1 1]
 [0 1 0 ... 0 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [0 0 1 ... 0 0 0]
 [0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 0]]"
150,e_astar,0.6,50,"[[0 1 0 ... 1 1 1]
 [0 1 0 ... 0 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [0 0 1 ... 0 0 0]
 [0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 0]]"
151,m_astar,0.6,50,"[[0 1 0 ... 1 1 1]
 [0 1 0 ... 0 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [0 0 1 ... 0 0 0]
 [0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 0]]"
152,dfs,0.6,50,"[[0 1 1 ... 0 0 1]
 [1 1 0 ... 1 0 1]
 [1 1 1 ... 0 0 1]
 ...
 [0 1 1 ... 0 1 0]
 [0 0 0 ... 1 1 0]
 [1 0 1 ... 0 1 0]]"
153,bfs,0.6,50,"[[0 1 1 ... 0 0 1]
 [1 1 0 ... 1 0 1]
 [1 1 1 ... 0 0 1]
 ...
 [0 1 1 ... 0 1 0]
 [0 0 0 ... 1 1 0]
 [1 0 1 ... 0 1 0]]"
154,e_astar,0.6,50,"[[0 1 1 ... 0 0 1]
 [1 1 0 ... 1 0 1]
 [1 1 1 ... 0 0 1]
 ...
 [0 1 1 ... 0 1 0]
 [0 0 0 ... 1 1 0]
 [1 0 1 ... 0 1 0]]"
155,m_astar,0.6,50,"[[0 1 1 ... 0 0 1]
 [1 1 0 ... 1 0 1]
 [1 1 1 ... 0 0 1]
 ...
 [0 1 1 ... 0 1 0]
 [0 0 0 ... 1 1 0]
 [1 0 1 ... 0 1 0]]"
156,dfs,0.7,50,"[[0 0 1 ... 1 1 0]
 [0 0 1 ... 1 0 1]
 [0 1 1 ... 1 1 0]
 ...
 [0 0 1 ... 1 0 1]
 [1 1 1 ... 1 1 0]
 [1 1 0 ... 1 0 0]]"
157,bfs,0.7,50,"[[0 0 1 ... 1 1 0]
 [0 0 1 ... 1 0 1]
 [0 1 1 ... 1 1 0]
 ...
 [0 0 1 ... 1 0 1]
 [1 1 1 ... 1 1 0]
 [1 1 0 ... 1 0 0]]"
158,e_astar,0.7,50,"[[0 0 1 ... 1 1 0]
 [0 0 1 ... 1 0 1]
 [0 1 1 ... 1 1 0]
 ...
 [0 0 1 ... 1 0 1]
 [1 1 1 ... 1 1 0]
 [1 1 0 ... 1 0 0]]"
159,m_astar,0.7,50,"[[0 0 1 ... 1 1 0]
 [0 0 1 ... 1 0 1]
 [0 1 1 ... 1 1 0]
 ...
 [0 0 1 ... 1 0 1]
 [1 1 1 ... 1 1 0]
 [1 1 0 ... 1 0 0]]"
160,dfs,0.7,50,"[[0 1 1 ... 1 0 1]
 [1 0 1 ... 0 1 1]
 [1 1 0 ... 1 0 0]
 ...
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 0 0]]"
161,bfs,0.7,50,"[[0 1 1 ... 1 0 1]
 [1 0 1 ... 0 1 1]
 [1 1 0 ... 1 0 0]
 ...
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 0 0]]"
162,e_astar,0.7,50,"[[0 1 1 ... 1 0 1]
 [1 0 1 ... 0 1 1]
 [1 1 0 ... 1 0 0]
 ...
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 0 0]]"
163,m_astar,0.7,50,"[[0 1 1 ... 1 0 1]
 [1 0 1 ... 0 1 1]
 [1 1 0 ... 1 0 0]
 ...
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 0 0]]"
164,dfs,0.7,50,"[[0 1 1 ... 1 0 1]
 [0 1 1 ... 0 0 1]
 [1 1 0 ... 0 1 0]
 ...
 [0 1 0 ... 0 1 0]
 [1 0 0 ... 1 1 1]
 [1 1 1 ... 0 1 0]]"
165,bfs,0.7,50,"[[0 1 1 ... 1 0 1]
 [0 1 1 ... 0 0 1]
 [1 1 0 ... 0 1 0]
 ...
 [0 1 0 ... 0 1 0]
 [1 0 0 ... 1 1 1]
 [1 1 1 ... 0 1 0]]"
166,e_astar,0.7,50,"[[0 1 1 ... 1 0 1]
 [0 1 1 ... 0 0 1]
 [1 1 0 ... 0 1 0]
 ...
 [0 1 0 ... 0 1 0]
 [1 0 0 ... 1 1 1]
 [1 1 1 ... 0 1 0]]"
167,m_astar,0.7,50,"[[0 1 1 ... 1 0 1]
 [0 1 1 ... 0 0 1]
 [1 1 0 ... 0 1 0]
 ...
 [0 1 0 ... 0 1 0]
 [1 0 0 ... 1 1 1]
 [1 1 1 ... 0 1 0]]"
168,dfs,0.7,50,"[[0 0 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 0 1]
 [1 1 0 ... 0 0 0]]"
169,bfs,0.7,50,"[[0 0 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 0 1]
 [1 1 0 ... 0 0 0]]"
170,e_astar,0.7,50,"[[0 0 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 0 1]
 [1 1 0 ... 0 0 0]]"
171,m_astar,0.7,50,"[[0 0 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 0 1]
 [1 1 0 ... 0 0 0]]"
172,dfs,0.7,50,"[[0 1 1 ... 0 1 0]
 [0 1 1 ... 0 1 0]
 [1 0 1 ... 0 1 1]
 ...
 [1 0 1 ... 0 1 1]
 [0 0 1 ... 0 0 1]
 [1 1 1 ... 1 1 0]]"
173,bfs,0.7,50,"[[0 1 1 ... 0 1 0]
 [0 1 1 ... 0 1 0]
 [1 0 1 ... 0 1 1]
 ...
 [1 0 1 ... 0 1 1]
 [0 0 1 ... 0 0 1]
 [1 1 1 ... 1 1 0]]"
174,e_astar,0.7,50,"[[0 1 1 ... 0 1 0]
 [0 1 1 ... 0 1 0]
 [1 0 1 ... 0 1 1]
 ...
 [1 0 1 ... 0 1 1]
 [0 0 1 ... 0 0 1]
 [1 1 1 ... 1 1 0]]"
175,m_astar,0.7,50,"[[0 1 1 ... 0 1 0]
 [0 1 1 ... 0 1 0]
 [1 0 1 ... 0 1 1]
 ...
 [1 0 1 ... 0 1 1]
 [0 0 1 ... 0 0 1]
 [1 1 1 ... 1 1 0]]"
176,dfs,0.7,50,"[[0 1 1 ... 1 0 0]
 [1 1 1 ... 1 0 0]
 [1 0 1 ... 0 1 1]
 ...
 [0 1 1 ... 0 1 1]
 [1 0 1 ... 1 1 1]
 [1 1 1 ... 0 0 0]]"
177,bfs,0.7,50,"[[0 1 1 ... 1 0 0]
 [1 1 1 ... 1 0 0]
 [1 0 1 ... 0 1 1]
 ...
 [0 1 1 ... 0 1 1]
 [1 0 1 ... 1 1 1]
 [1 1 1 ... 0 0 0]]"
178,e_astar,0.7,50,"[[0 1 1 ... 1 0 0]
 [1 1 1 ... 1 0 0]
 [1 0 1 ... 0 1 1]
 ...
 [0 1 1 ... 0 1 1]
 [1 0 1 ... 1 1 1]
 [1 1 1 ... 0 0 0]]"
179,m_astar,0.7,50,"[[0 1 1 ... 1 0 0]
 [1 1 1 ... 1 0 0]
 [1 0 1 ... 0 1 1]
 ...
 [0 1 1 ... 0 1 1]
 [1 0 1 ... 1 1 1]
 [1 1 1 ... 0 0 0]]"
180,dfs,0.7,50,"[[0 0 1 ... 0 1 1]
 [0 1 0 ... 1 0 0]
 [0 0 1 ... 1 1 0]
 ...
 [1 1 1 ... 1 0 1]
 [1 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
181,bfs,0.7,50,"[[0 0 1 ... 0 1 1]
 [0 1 0 ... 1 0 0]
 [0 0 1 ... 1 1 0]
 ...
 [1 1 1 ... 1 0 1]
 [1 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
182,e_astar,0.7,50,"[[0 0 1 ... 0 1 1]
 [0 1 0 ... 1 0 0]
 [0 0 1 ... 1 1 0]
 ...
 [1 1 1 ... 1 0 1]
 [1 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
183,m_astar,0.7,50,"[[0 0 1 ... 0 1 1]
 [0 1 0 ... 1 0 0]
 [0 0 1 ... 1 1 0]
 ...
 [1 1 1 ... 1 0 1]
 [1 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
184,dfs,0.7,50,"[[0 1 1 ... 1 1 0]
 [0 1 1 ... 1 1 0]
 [1 1 0 ... 1 0 1]
 ...
 [0 1 1 ... 0 0 1]
 [1 1 1 ... 1 0 1]
 [1 0 1 ... 1 1 0]]"
185,bfs,0.7,50,"[[0 1 1 ... 1 1 0]
 [0 1 1 ... 1 1 0]
 [1 1 0 ... 1 0 1]
 ...
 [0 1 1 ... 0 0 1]
 [1 1 1 ... 1 0 1]
 [1 0 1 ... 1 1 0]]"
186,e_astar,0.7,50,"[[0 1 1 ... 1 1 0]
 [0 1 1 ... 1 1 0]
 [1 1 0 ... 1 0 1]
 ...
 [0 1 1 ... 0 0 1]
 [1 1 1 ... 1 0 1]
 [1 0 1 ... 1 1 0]]"
187,m_astar,0.7,50,"[[0 1 1 ... 1 1 0]
 [0 1 1 ... 1 1 0]
 [1 1 0 ... 1 0 1]
 ...
 [0 1 1 ... 0 0 1]
 [1 1 1 ... 1 0 1]
 [1 0 1 ... 1 1 0]]"
188,dfs,0.7,50,"[[0 0 1 ... 1 1 1]
 [1 0 1 ... 1 1 0]
 [0 1 0 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 0 1]
 [1 1 1 ... 1 1 0]]"
189,bfs,0.7,50,"[[0 0 1 ... 1 1 1]
 [1 0 1 ... 1 1 0]
 [0 1 0 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 0 1]
 [1 1 1 ... 1 1 0]]"
190,e_astar,0.7,50,"[[0 0 1 ... 1 1 1]
 [1 0 1 ... 1 1 0]
 [0 1 0 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 0 1]
 [1 1 1 ... 1 1 0]]"
191,m_astar,0.7,50,"[[0 0 1 ... 1 1 1]
 [1 0 1 ... 1 1 0]
 [0 1 0 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 0 1]
 [1 1 1 ... 1 1 0]]"
192,dfs,0.7,50,"[[0 0 1 ... 1 1 1]
 [0 1 0 ... 0 1 1]
 [1 0 1 ... 1 1 1]
 ...
 [1 0 0 ... 0 0 0]
 [1 0 0 ... 1 1 1]
 [0 1 1 ... 0 0 0]]"
193,bfs,0.7,50,"[[0 0 1 ... 1 1 1]
 [0 1 0 ... 0 1 1]
 [1 0 1 ... 1 1 1]
 ...
 [1 0 0 ... 0 0 0]
 [1 0 0 ... 1 1 1]
 [0 1 1 ... 0 0 0]]"
194,e_astar,0.7,50,"[[0 0 1 ... 1 1 1]
 [0 1 0 ... 0 1 1]
 [1 0 1 ... 1 1 1]
 ...
 [1 0 0 ... 0 0 0]
 [1 0 0 ... 1 1 1]
 [0 1 1 ... 0 0 0]]"
195,m_astar,0.7,50,"[[0 0 1 ... 1 1 1]
 [0 1 0 ... 0 1 1]
 [1 0 1 ... 1 1 1]
 ...
 [1 0 0 ... 0 0 0]
 [1 0 0 ... 1 1 1]
 [0 1 1 ... 0 0 0]]"
196,dfs,0.8,50,"[[0 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 0]
 [0 1 1 ... 1 1 1]
 ...
 [1 0 1 ... 0 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]]"
197,bfs,0.8,50,"[[0 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 0]
 [0 1 1 ... 1 1 1]
 ...
 [1 0 1 ... 0 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]]"
198,e_astar,0.8,50,"[[0 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 0]
 [0 1 1 ... 1 1 1]
 ...
 [1 0 1 ... 0 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]]"
199,m_astar,0.8,50,"[[0 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 0]
 [0 1 1 ... 1 1 1]
 ...
 [1 0 1 ... 0 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]]"
200,dfs,0.8,50,"[[0 0 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 0 ... 1 1 1]
 ...
 [1 1 0 ... 1 1 1]
 [0 1 0 ... 1 1 1]
 [0 1 1 ... 1 1 0]]"
201,bfs,0.8,50,"[[0 0 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 0 ... 1 1 1]
 ...
 [1 1 0 ... 1 1 1]
 [0 1 0 ... 1 1 1]
 [0 1 1 ... 1 1 0]]"
202,e_astar,0.8,50,"[[0 0 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 0 ... 1 1 1]
 ...
 [1 1 0 ... 1 1 1]
 [0 1 0 ... 1 1 1]
 [0 1 1 ... 1 1 0]]"
203,m_astar,0.8,50,"[[0 0 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 0 ... 1 1 1]
 ...
 [1 1 0 ... 1 1 1]
 [0 1 0 ... 1 1 1]
 [0 1 1 ... 1 1 0]]"
204,dfs,0.8,50,"[[0 1 0 ... 0 1 1]
 [1 0 1 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 1 0]]"
205,bfs,0.8,50,"[[0 1 0 ... 0 1 1]
 [1 0 1 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 1 0]]"
206,e_astar,0.8,50,"[[0 1 0 ... 0 1 1]
 [1 0 1 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 1 0]]"
207,m_astar,0.8,50,"[[0 1 0 ... 0 1 1]
 [1 0 1 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 1 0]]"
208,dfs,0.8,50,"[[0 0 1 ... 0 0 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
209,bfs,0.8,50,"[[0 0 1 ... 0 0 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
210,e_astar,0.8,50,"[[0 0 1 ... 0 0 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
211,m_astar,0.8,50,"[[0 0 1 ... 0 0 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
212,dfs,0.8,50,"[[0 1 0 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 1 1 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 [1 1 0 ... 1 1 0]]"
213,bfs,0.8,50,"[[0 1 0 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 1 1 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 [1 1 0 ... 1 1 0]]"
214,e_astar,0.8,50,"[[0 1 0 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 1 1 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 [1 1 0 ... 1 1 0]]"
215,m_astar,0.8,50,"[[0 1 0 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 1 1 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 [1 1 0 ... 1 1 0]]"
216,dfs,0.8,50,"[[0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [0 1 0 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 0]
 [1 0 1 ... 1 1 0]]"
217,bfs,0.8,50,"[[0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [0 1 0 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 0]
 [1 0 1 ... 1 1 0]]"
